10000 2 C-Index Z-Index
-115.812224 35.351446 001011 000111
-119.116352 45.194614 000110 010100
-82.656365 26.406049 101000 100010
-123.16425 39.270639 000100 010000
-92.617495 26.75122 100000 100000
-94.711201 41.023166 100101 110001
-110.646548 40.069021 010100 011000
-116.60673 29.841806 001001 000011
-92.885095 30.734144 100001 100001
-98.385888 37.405212 011100 011010
-79.135215 40.140107 110101 111001
-107.828303 28.760999 010001 001001
-119.866623 45.752195 000110 010100
-77.466152 48.057174 110111 111101
-96.272099 36.503675 100011 100101
-105.241871 33.30493 010010 001100
-88.525187 38.935831 101100 110010
-102.115003 45.535329 011110 011110
-105.58808 30.306715 010001 001001
-88.88591 28.030597 101000 100010
-73.432176 47.18299 111111 111111
-124.014382 46.930518 000111 010101
-120.290429 42.239923 000101 010001
-83.830988 48.508345 101111 110111
-94.789267 46.364465 100111 110101
-88.54946 28.574244 101000 100010
-115.871903 35.448604 001011 000111
-87.91755 44.441877 101110 110110
-78.025066 38.185906 110100 111000
-98.237593 44.489972 011110 011110
-86.676256 43.09537 101110 110110
-113.989651 43.438964 001110 010110
-104.128026 35.82507 010011 001101
-98.25139 28.024238 011000 001010
-68.944534 31.048516 111001 101011
-103.093431 40.861452 011101 011011
-109.180173 39.011144 010100 011000
-80.786152 32.248549 110010 101100
-119.410349 33.317139 000010 000100
-119.919372 33.435209 000010 000100
-75.178981 45.806295 111110 111110
-103.023786 35.794849 011011 001111
-69.545051 32.606951 111010 101110
-111.947408 45.25814 001110 010110
-84.515514 42.491121 101101 110011
-86.827004 39.970204 101100 110010
-105.637538 32.497499 010010 001100
-70.607332 46.730529 111111 111111
-103.892308 43.265457 010110 011100
-96.509434 37.889975 100100 110000
-80.952923 37.006192 110011 101101
-73.014372 41.126701 111101 111011
-95.655815 43.684734 100110 110100
-83.722968 26.273384 101000 100010
-116.986679 43.112342 001110 010110
-104.180229 26.638019 010000 001000
-101.127365 32.807546 011010 001110
-114.949892 28.676305 001001 000011
-120.491501 31.240206 000001 000001
-120.66831 32.201461 000010 000100
-74.883396 37.130634 111011 101111
-103.251739 47.094813 011111 011111
-122.297001 42.808844 000101 010001
-102.48932 43.740908 011110 011110
-74.868821 26.919391 111000 101010
-88.835614 25.97193 101000 100010
-79.729511 27.683471 110000 101000
-114.570554 37.4851 001100 010010
-100.788018 45.686721 011110 011110
-115.625719 46.000621 001111 010111
-107.586888 42.399008 010101 011001
-77.613612 48.65781 110111 111101
-120.104444 35.990593 000011 000101
-91.213846 31.053607 100001 100001
-108.345439 44.872924 010110 011100
-124.735489 31.039085 000001 000001
-99.290188 43.938788 011110 011110
-110.806923 40.262364 001101 010011
-120.185689 39.521545 000100 010000
-114.274771 32.619076 001010 000110
-110.837311 35.858611 001011 000111
-119.3019 44.219263 000110 010100
-109.321322 27.432224 010000 001000
-79.743388 30.491047 110001 101001
-116.010202 35.407061 001011 000111
-82.67748 35.199654 101011 100111
-79.392116 48.238811 110111 111101
-69.575788 44.645474 111110 111110
-93.333518 37.153438 100011 100101
-116.669403 45.548026 001110 010110
-105.113108 26.101014 010000 001000
-74.209488 38.600172 111100 111010
-114.453151 43.165094 001110 010110
-106.865486 38.718474 010100 011000
-87.453534 46.016642 101111 110111
-122.9062 48.190845 000111 010101
-101.605667 41.898486 011101 011011
-80.12181 40.00899 110100 111000
-107.362261 45.743744 010110 011100
-100.727376 30.350532 011001 001011
-108.090098 31.906681 010010 001100
-122.88854 48.359999 000111 010101
-92.751112 29.839177 100001 100001
-85.175448 42.297728 101101 110011
-82.939946 46.099266 101111 110111
-81.267747 42.10486 110101 111001
-89.520837 31.610721 100010 100100
-108.108605 45.960371 010111 011101
-118.494053 37.917587 000100 010000
-92.504345 26.742052 100000 100000
-120.074727 34.391923 000011 000101
-116.683537 28.13912 001000 000010
-97.735896 46.05725 011111 011111
-75.201865 41.774737 111101 111011
-81.624753 33.422157 110010 101100
-85.016451 42.464151 101101 110011
-116.724993 31.116175 001001 000011
-116.631319 47.813426 001111 010111
-117.968309 39.901255 000100 010000
-111.904643 27.773029 001000 000010
-94.79661 34.859759 100011 100101
-90.369256 44.964523 100110 110100
-109.306438 41.290123 010101 011001
-80.337141 35.156177 110011 101101
-91.00852 26.812838 100000 100000
-79.052429 44.048545 110110 111100
-100.341168 47.52289 011111 011111
-89.199556 46.088391 101111 110111
-77.224446 27.180911 110000 101000
-77.75595 35.337657 110011 101101
-81.179725 26.920751 110000 101000
-114.080934 32.242603 001010 000110
-86.609106 28.779235 101001 100011
-68.92912 37.611191 111100 111010
-113.41557 31.645196 001010 000110
-117.205084 33.459016 001010 000110
-101.556896 41.417582 011101 011011
-98.369716 30.932344 011001 001011
-110.771699 40.158538 001101 010011
-88.252129 29.826762 101001 100011
-106.248035 34.142609 010010 001100
-103.261191 44.4217 011110 011110
-110.918933 35.514484 001011 000111
-106.659738 27.218757 010000 001000
-104.615451 42.839251 010101 011001
-98.856292 47.781851 011111 011111
-103.661866 32.911189 010010 001100
-75.971203 41.475433 110101 111001
-84.859044 37.74312 101100 110010
-90.026199 40.284768 100101 110001
-89.273201 39.150468 101100 110010
-121.867946 35.602983 000011 000101
-104.378248 40.939532 010101 011001
-95.712222 40.935556 100101 110001
-86.481916 30.037678 101001 100011
-107.809536 27.502495 010000 001000
-81.72624 48.247167 110111 111101
-109.600628 39.416172 010100 011000
-84.600157 38.239783 101100 110010
-97.2933 37.52113 011100 011010
-118.463405 34.562879 000011 000101
-102.837565 36.885801 011011 001111
-80.137132 32.103323 110010 101100
-88.314453 31.293757 101001 100011
-83.11508 42.169232 101101 110011
-115.736128 42.829356 001101 010011
-72.001966 43.373486 111110 111110
-94.572707 40.823105 100101 110001
-91.83934 32.450401 100010 100100
-85.2013 33.966688 101010 100110
-116.62161 28.391472 001000 000010
-121.959951 31.762475 000010 000100
-96.129326 40.376013 100101 110001
-124.171679 33.259424 000010 000100
-76.420382 36.327917 110011 101101
-70.340093 32.611211 111010 101110
-111.228773 38.02985 001100 010010
-94.044949 34.039851 100010 100100
-79.069409 44.88869 110110 111100
-98.639367 37.481646 011100 011010
-68.401725 37.973816 111100 111010
-75.053146 38.249365 111100 111010
-111.043137 40.684877 001101 010011
-92.055827 28.424239 100000 100000
-94.146605 30.842139 100001 100001
-102.31373 46.19723 011111 011111
-105.910746 42.84918 010101 011001
-91.407842 34.951082 100011 100101
-116.255612 29.579898 001001 000011
-69.349022 36.087538 111011 101111
-111.06398 33.385102 001010 000110
-113.727442 42.360001 001101 010011
-107.319363 28.681028 010001 001001
-120.231643 46.778154 000111 010101
-78.500416 40.585351 110101 111001
-105.297554 29.410714 010001 001001
-114.855557 33.159538 001010 000110
-80.53567 36.326672 110011 101101
-73.052016 26.791766 111000 101010
-107.220896 35.652938 010011 001101
-77.935611 44.616006 110110 111100
-81.41035 46.536154 110111 111101
-93.362477 32.897169 100010 100100
-79.027652 31.851212 110010 101100
-123.462888 44.324084 000110 010100
-96.435346 29.175705 100001 100001
-86.64727 36.372606 101011 100111
-85.538756 44.790806 101110 110110
-80.774406 34.460385 110011 101101
-107.707678 31.030509 010001 001001
-70.526341 46.331047 111111 111111
-121.700674 35.381825 000011 000101
-105.027018 42.494102 010101 011001
-103.773596 32.126237 010010 001100
-100.946005 45.355082 011110 011110
-106.279855 29.844723 010001 001001
-106.158114 27.872352 010000 001000
-105.537231 28.446401 010000 001000
-87.805034 31.020153 101001 100011
-103.445896 29.858077 011001 001011
-101.935154 38.2498 011100 011010
-106.255819 31.473406 010010 001100
-102.771372 37.510113 011100 011010
-102.950067 46.085067 011111 011111
-123.884637 44.779444 000110 010100
-122.527168 36.462534 000011 000101
-73.580363 30.665376 111001 101011
-81.968996 40.502314 110101 111001
-91.234802 42.079744 100101 110001
-69.819195 35.607565 111011 101111
-124.702071 37.138018 000011 000101
-113.428349 38.364425 001100 010010
-112.168856 47.741089 001111 010111
-105.936404 27.913929 010000 001000
-80.053714 44.274155 110110 111100
-89.681321 44.168152 100110 110100
-86.864478 47.218525 101111 110111
-70.757916 26.251187 111000 101010
-109.168652 32.160652 010010 001100
-102.371786 33.620848 011010 001110
-102.664843 25.811264 011000 001010
-123.834205 31.032619 000001 000001
-80.820475 32.701832 110010 101100
-112.482198 36.116477 001011 000111
-80.099105 33.123622 110010 101100
-115.887123 36.002767 001011 000111
-93.567538 29.498771 100001 100001
-88.3607 42.468016 101101 110011
-108.694369 35.556674 010011 001101
-114.942281 33.113163 001010 000110
-90.236009 46.396612 100111 110101
-114.938844 43.527132 001110 010110
-74.452228 47.825972 111111 111111
-108.539198 34.993665 010011 001101
-91.816447 38.240926 100100 110000
-83.860841 43.237065 101110 110110
-72.651417 30.628585 111001 101011
-86.64841 36.461855 101011 100111
-86.119522 43.018099 101110 110110
-122.255048 48.508509 000111 010101
-117.534786 42.62831 001101 010011
-80.443714 27.30046 110000 101000
-109.001911 34.531353 010011 001101
-77.714132 37.074422 110011 101101
-124.199079 29.123057 000001 000001
-81.785175 26.961954 110000 101000
-108.772943 25.997473 010000 001000
-72.276227 41.788452 111101 111011
-105.022989 34.228131 010010 001100
-116.207372 28.433355 001000 000010
-89.033387 36.759348 101011 100111
-105.923355 30.618062 010001 001001
-68.354824 48.139181 111111 111111
-69.599354 34.803807 111011 101111
-102.759315 38.253116 011100 011010
-98.807992 43.50946 011110 011110
-79.91729 26.546252 110000 101000
-118.744584 37.408578 000100 010000
-90.457725 34.87219 100011 100101
-102.75385 38.224995 011100 011010
-121.343204 44.664668 000110 010100
-71.984188 36.226779 111011 101111
-72.51355 33.404337 111010 101110
-82.214744 48.147718 110111 111101
-94.760302 26.144725 100000 100000
-115.847514 30.772269 001001 000011
-122.456448 28.733327 000001 000001
-115.606042 40.670098 001101 010011
-87.049305 38.74846 101100 110010
-86.112851 48.102656 101111 110111
-89.930637 43.071652 100110 110100
-119.054063 40.084356 000101 010001
-105.301142 31.445112 010001 001001
-95.97132 34.656857 100011 100101
-77.676525 45.687139 110110 111100
-94.592229 26.745258 100000 100000
-95.628159 26.393491 100000 100000
-86.245985 37.868208 101100 110010
-74.118228 30.910107 111001 101011
-95.827473 48.33385 100111 110101
-123.548972 42.49624 000101 010001
-101.72278 38.073573 011100 011010
-71.19815 36.205042 111011 101111
-94.965932 43.19355 100110 110100
-68.804035 30.410068 111001 101011
-90.34246 35.092718 100011 100101
-98.332418 47.215627 011111 011111
-103.501485 30.911014 011001 001011
-108.224653 28.929371 010001 001001
-106.816461 44.715174 010110 011100
-122.422632 34.616585 000011 000101
-75.037887 46.331247 111111 111111
-99.534984 45.972999 011111 011111
-93.156595 32.732013 100010 100100
-97.206234 40.294722 011101 011011
-75.975256 28.242306 110000 101000
-75.24775 29.189145 111001 101011
-93.693294 37.95793 100100 110000
-83.471038 35.870291 101011 100111
-99.427571 43.576259 011110 011110
-70.851516 33.871395 111010 101110
-106.145526 29.898641 010001 001001
-97.181715 41.806031 011101 011011
-77.855471 43.026715 110110 111100
-104.36353 31.543598 010010 001100
-112.260237 29.997697 001001 000011
-80.947968 32.754797 110010 101100
-101.984961 31.101183 011001 001011
-107.257616 28.299669 010000 001000
-77.570532 45.392843 110110 111100
-97.94961 47.807842 011111 011111
-105.804387 28.525016 010000 001000
-73.661255 28.183934 111000 101010
-86.059966 27.236058 101000 100010
-82.410649 43.54277 110110 111100
-103.129563 43.548758 011110 011110
-98.604786 41.277863 011101 011011
-74.61298 28.864677 111001 101011
-76.921619 48.556216 110111 111101
-121.336953 28.43734 000000 000000
-71.560911 42.22736 111101 111011
-80.209059 48.395203 110111 111101
-71.27141 34.675061 111011 101111
-120.839604 40.250234 000101 010001
-87.923074 25.801382 101000 100010
-76.397849 38.665075 110100 111000
-121.82025 45.63022 000110 010100
-113.212748 34.885459 001011 000111
-101.145941 48.032874 011111 011111
-89.928936 38.962903 100100 110000
-92.35966 39.348343 100100 110000
-75.751256 47.252938 110111 111101
-74.413043 27.738286 111000 101010
-71.038792 27.501535 111000 101010
-116.333856 38.528066 001100 010010
-86.616394 32.618997 101010 100110
-111.317315 32.573325 001010 000110
-92.307399 36.668589 100011 100101
-95.405094 43.547535 100110 110100
-89.8757 38.404425 100100 110000
-89.202804 42.024177 101101 110011
-116.890945 29.915473 001001 000011
-87.598064 37.532981 101100 110010
-88.565453 37.155076 101011 100111
-73.322632 37.875957 111100 111010
-71.000943 29.603395 111001 101011
-112.140709 43.754734 001110 010110
-92.723877 32.226444 100010 100100
-85.552671 36.249003 101011 100111
-70.646849 35.270031 111011 101111
-102.762783 27.565716 011000 001010
-81.841298 32.186703 110010 101100
-90.058238 30.286258 100001 100001
-105.629793 33.965942 010010 001100
-100.000169 43.127494 011110 011110
-124.825327 37.136101 000011 000101
-76.620739 36.203544 110011 101101
-85.730533 30.159942 101001 100011
-115.921285 43.190943 001110 010110
-88.175265 38.928681 101100 110010
-115.201097 45.292746 001110 010110
-94.078869 28.2983 100000 100000
-73.006327 34.331228 111010 101110
-110.93403 34.612828 001011 000111
-90.771342 35.871379 100011 100101
-83.757496 33.745375 101010 100110
-95.929377 38.301382 100100 110000
-101.692258 27.48479 011000 001010
-90.250658 28.70827 100001 100001
-76.73766 30.000797 110001 101001
-107.519907 45.923991 010111 011101
-68.416798 34.857026 111011 101111
-122.845171 28.422589 000000 000000
-123.19792 47.137467 000111 010101
-72.307648 43.723079 111110 111110
-108.44598 29.244266 010001 001001
-104.836869 41.167767 010101 011001
-80.006325 31.387805 110001 101001
-79.361639 36.314547 110011 101101
-117.404312 38.492032 001100 010010
-75.863845 47.034251 110111 111101
-122.705367 27.472107 000000 000000
-118.461533 32.101794 000010 000100
-80.940026 34.052082 110010 101100
-114.902074 28.515732 001000 000010
-80.208897 46.617026 110111 111101
-106.646943 45.268143 010110 011100
-97.925427 42.223769 011101 011011
-69.68345 41.193164 111101 111011
-99.164768 26.021998 011000 001010
-107.507934 40.740884 010101 011001
-85.373243 42.646438 101101 110011
-97.585439 43.265665 011110 011110
-108.91709 44.181335 010110 011100
-111.5776 30.933971 001001 000011
-113.262628 48.348939 001111 010111
-120.591223 40.089736 000101 010001
-85.406686 38.199674 101100 110010
-80.625356 29.177532 110001 101001
-115.809133 30.388765 001001 000011
-92.519468 39.307066 100100 110000
-110.346986 27.781078 010000 001000
-69.816669 43.561817 111110 111110
-78.486568 43.745365 110110 111100
-106.048282 26.77001 010000 001000
-123.558178 37.877686 000100 010000
-72.737729 33.653104 111010 101110
-104.300984 43.469615 010110 011100
-74.487455 44.644524 111110 111110
-109.520467 28.780508 010001 001001
-124.774594 37.542638 000100 010000
-74.49718 34.574571 111011 101111
-122.248739 32.081667 000010 000100
-93.26439 31.013258 100001 100001
-93.951951 37.83757 100100 110000
-89.064523 34.305742 101010 100110
-97.630003 29.596034 011001 001011
-103.757973 31.873158 010010 001100
-69.577391 30.367498 111001 101011
-124.217687 44.903261 000110 010100
-82.842726 44.361759 101110 110110
-82.044479 38.21974 110100 111000
-102.037865 41.566058 011101 011011
-112.448757 36.329481 001011 000111
-118.461093 34.042005 000010 000100
-94.697488 45.089861 100110 110100
-119.085537 36.478851 000011 000101
-87.592817 39.134582 101100 110010
-109.762489 48.650485 010111 011101
-123.136176 36.523726 000011 000101
-70.08359 34.08211 111010 101110
-85.491286 43.6926 101110 110110
-79.378771 43.432845 110110 111100
-97.897173 48.639596 011111 011111
-69.286437 36.678554 111011 101111
-74.899047 32.502756 111010 101110
-83.409476 32.571826 101010 100110
-92.99077 34.114017 100010 100100
-69.513086 43.440324 111110 111110
-124.688571 46.775753 000111 010101
-84.421764 27.836604 101000 100010
-122.725714 45.202233 000110 010100
-96.500349 42.762803 100101 110001
-122.360388 39.41655 000100 010000
-101.23729 31.472276 011010 001110
-93.640381 44.157433 100110 110100
-104.70679 25.989855 010000 001000
-97.899864 36.955736 011011 001111
-88.682163 35.723045 101011 100111
-101.09476 26.56107 011000 001010
-95.626922 47.147589 100111 110101
-123.864657 43.507506 000110 010100
-70.491495 38.473102 111100 111010
-102.842743 28.119182 011000 001010
-100.50184 31.755333 011010 001110
-101.88896 29.533167 011001 001011
-93.400417 33.18632 100010 100100
-69.030776 44.738084 111110 111110
-102.387505 43.494072 011110 011110
-92.845035 41.15686 100101 110001
-99.242985 47.278905 011111 011111
-94.506421 45.563607 100110 110100
-90.105984 30.618957 100001 100001
-70.734129 44.612049 111110 111110
-70.057055 34.969628 111011 101111
-98.551084 30.23898 011001 001011
-85.460446 34.436747 101011 100111
-78.457933 32.251669 110010 101100
-109.571606 41.912546 010101 011001
-119.786356 26.206035 000000 000000
-70.821855 30.371862 111001 101011
-96.113432 37.406896 100100 110000
-124.397759 45.713212 000110 010100
-85.745713 39.442563 101100 110010
-96.998147 40.142994 011101 011011
-121.415233 44.400253 000110 010100
-82.342257 28.938424 110001 101001
-108.083878 32.887753 010010 001100
-112.80413 43.819319 001110 010110
-83.186593 27.874308 101000 100010
-95.406853 47.683697 100111 110101
-109.403525 33.928396 010010 001100
-114.500461 35.292272 001011 000111
-111.2903 29.901278 001001 000011
-121.513658 29.712632 000001 000001
-95.214787 29.256342 100001 100001
-103.348051 42.136272 011101 011011
-68.386162 42.126934 111101 111011
-90.644396 47.277682 100111 110101
-79.414187 46.058026 110111 111101
-81.44363 46.425894 110111 111101
-72.152794 31.802034 111010 101110
-77.758069 47.824287 110111 111101
-100.29124 32.308785 011010 001110
-79.823891 37.412431 110100 111000
-77.533608 35.129015 110011 101101
-105.884574 37.539867 010100 011000
-96.7692 28.855332 011001 001011
-73.926467 27.150212 111000 101010
-87.465722 33.380942 101010 100110
-98.385088 32.635027 011010 001110
-103.886576 42.597298 010101 011001
-109.265019 29.594959 010001 001001
-86.509618 38.827669 101100 110010
-88.973656 38.298653 101100 110010
-102.896592 26.278922 011000 001010
-110.254408 30.278795 010001 001001
-79.806502 36.699869 110011 101101
-117.085069 26.361752 001000 000010
-113.112276 46.500635 001111 010111
-73.436985 41.165637 111101 111011
-123.169143 27.581328 000000 000000
-95.712778 36.703323 100011 100101
-98.655539 42.329846 011101 011011
-68.411521 30.232559 111001 101011
-99.614285 25.75438 011000 001010
-74.976175 44.708798 111110 111110
-115.290273 46.144715 001111 010111
-100.256745 32.187489 011010 001110
-82.251876 32.174155 110010 101100
-114.822355 47.192691 001111 010111
-105.012703 26.865228 010000 001000
-105.622113 41.122691 010101 011001
-121.651594 26.791313 000000 000000
-103.34428 27.804633 011000 001010
-103.945532 32.35759 010010 001100
-104.330435 45.396996 010110 011100
-112.660991 28.734011 001001 000011
-87.074427 33.281597 101010 100110
-98.649147 34.198815 011010 001110
-92.294256 33.145303 100010 100100
-88.280707 47.661075 101111 110111
-110.710468 43.145468 001110 010110
-120.299047 28.523394 000000 000000
-111.358636 40.900689 001101 010011
-101.783419 30.474303 011001 001011
-120.140562 36.534406 000011 000101
-84.998233 42.042844 101101 110011
-124.210765 28.548824 000000 000000
-75.523882 28.376317 110000 101000
-70.470753 32.130783 111010 101110
-69.495342 40.322587 111101 111011
-83.871999 34.316127 101010 100110
-106.703114 34.916543 010011 001101
-94.170376 36.889548 100011 100101
-117.472541 26.685322 001000 000010
-87.571564 29.11306 101001 100011
-104.134133 32.674429 010010 001100
-83.85068 28.443232 101000 100010
-75.426909 27.737753 110000 101000
-102.363947 32.372196 011010 001110
-115.483627 36.291629 001011 000111
-102.917089 39.014274 011100 011010
-114.086914 46.120996 001111 010111
-86.05851 30.061693 101001 100011
-122.5316 43.234699 000110 010100
-71.150633 36.489445 111011 101111
-86.312284 44.417669 101110 110110
-100.372924 46.732573 011111 011111
-111.090411 42.911302 001101 010011
-104.74291 35.192905 010011 001101
-100.917959 42.655421 011101 011011
-72.418637 36.511021 111011 101111
-108.323063 38.277598 010100 011000
-118.682311 27.253394 000000 000000
-89.177346 29.082707 101001 100011
-92.479042 36.104216 100011 100101
-94.601647 45.04393 100110 110100
-86.823758 29.322333 101001 100011
-82.721168 47.01663 101111 110111
-69.246043 27.271288 111000 101010
-107.774901 45.273203 010110 011100
-117.498497 32.270436 001010 000110
-69.887384 25.760488 111000 101010
-122.06701 45.909365 000111 010101
-106.398191 45.366849 010110 011100
-107.364673 36.681937 010011 001101
-85.247814 47.563792 101111 110111
-85.54192 46.267295 101111 110111
-75.058906 34.023886 111010 101110
-89.20863 46.523646 101111 110111
-86.400902 30.400202 101001 100011
-103.736712 39.535945 010100 011000
-100.077163 40.102503 011101 011011
-75.87662 25.829319 110000 101000
-107.271179 34.346551 010011 001101
-123.254324 33.318435 000010 000100
-94.724733 45.456758 100110 110100
-89.676792 31.075956 100001 100001
-72.982324 45.402984 111110 111110
-117.284553 46.491814 001111 010111
-75.67183 28.454437 110000 101000
-79.594872 27.394461 110000 101000
-102.373436 44.388343 011110 011110
-87.86188 45.445668 101110 110110
-85.134896 39.373291 101100 110010
-95.416047 36.345122 100011 100101
-110.936618 33.488307 001010 000110
-111.263251 41.080054 001101 010011
-72.227784 41.81885 111101 111011
-69.01228 43.047511 111110 111110
-96.394787 40.309641 100101 110001
-82.101227 32.515538 110010 101100
-104.004494 29.7724 010001 001001
-93.546976 36.226537 100011 100101
-76.118275 42.328389 110101 111001
-110.731579 27.610725 001000 000010
-115.024814 29.1947 001001 000011
-78.499665 36.839734 110011 101101
-79.506589 34.419076 110011 101101
-76.220097 36.611067 110011 101101
-99.08707 48.421308 011111 011111
-72.649634 33.783995 111010 101110
-106.262402 42.06057 010101 011001
-85.297444 32.900925 101010 100110
-85.386537 38.198061 101100 110010
-106.279943 44.181317 010110 011100
-90.10333 26.224515 100000 100000
-84.74179 36.36657 101011 100111
-83.651833 34.389704 101011 100111
-107.077427 40.198845 010101 011001
-90.905624 34.244277 100010 100100
-90.976202 34.148535 100010 100100
-89.456745 34.232176 101010 100110
-122.243466 25.988609 000000 000000
-101.175806 39.152813 011100 011010
-97.817414 41.492346 011101 011011
-117.48205 28.654629 001001 000011
-90.565131 39.767592 100100 110000
-108.034168 31.799472 010010 001100
-96.662106 39.773859 011100 011010
-77.010879 38.41199 110100 111000
-91.954697 43.077592 100110 110100
-98.060971 42.652645 011101 011011
-76.469404 37.744008 110100 111000
-82.561225 47.912332 101111 110111
-75.783073 36.509943 110011 101101
-95.125005 43.533935 100110 110100
-80.435377 41.209096 110101 111001
-107.363822 30.16308 010001 001001
-117.445676 45.259976 001110 010110
-99.727746 33.983737 011010 001110
-80.484963 31.515475 110010 101100
-77.44568 28.189908 110000 101000
-124.783772 31.013524 000001 000001
-84.430232 41.813997 101101 110011
-117.79609 41.744496 000101 010001
-98.340595 30.929895 011001 001011
-102.056729 45.470293 011110 011110
-88.003442 31.410758 101001 100011
-74.179403 35.50347 111011 101111
-89.418923 27.855328 101000 100010
-89.304652 34.562625 101011 100111
-110.85288 35.500687 001011 000111
-113.167539 29.72115 001001 000011
-87.479096 33.135552 101010 100110
-86.997323 30.807285 101001 100011
-77.989687 34.882862 110011 101101
-73.07525 26.400219 111000 101010
-79.719665 35.448615 110011 101101
-121.932168 26.604126 000000 000000
-75.18691 31.454365 111001 101011
-113.633952 44.752302 001110 010110
-96.125975 41.518093 100101 110001
-72.600318 47.741793 111111 111111
-95.976794 38.993325 100100 110000
-91.818889 26.167614 100000 100000
-74.818688 42.833543 111101 111011
-101.439263 42.995677 011110 011110
-114.338426 41.185947 001101 010011
-92.171775 31.982401 100010 100100
-87.906394 40.295443 101101 110011
-104.050461 31.596764 010010 001100
-100.009711 27.96102 011000 001010
-75.291004 27.744129 111000 101010
-68.965198 39.198049 111100 111010
-103.372761 36.925411 011011 001111
-91.636942 42.297047 100101 110001
-111.039975 35.054246 001011 000111
-102.707342 26.944762 011000 001010
-85.446344 35.773917 101011 100111
-90.504144 25.942789 100000 100000
-93.914877 43.07697 100110 110100
-95.061325 46.58962 100111 110101
-70.903221 33.024433 111010 101110
-88.924976 39.801747 101100 110010
-120.480641 43.775706 000110 010100
-123.775474 29.416875 000001 000001
-73.677258 28.844173 111001 101011
-78.173917 29.049999 110001 101001
-107.837745 28.78694 010001 001001
-70.989693 47.765376 111111 111111
-109.529133 44.280587 010110 011100
-89.044004 33.603857 101010 100110
-105.299623 35.671019 010011 001101
-70.3624 29.349161 111001 101011
-91.483341 41.315645 100101 110001
-71.76998 41.688333 111101 111011
-118.677663 47.756166 000111 010101
-89.746006 30.411595 100001 100001
-98.336399 31.081659 011001 001011
-79.519087 25.736994 110000 101000
