2000 2 C-Index Z-Index
-82.639586 27.400776 10110001 10001011
-95.303824 44.687111 10001101 11010001
-121.576309 32.854704 00000100 00010000
-72.628986 43.243261 11101100 11111000
-114.748942 44.410173 00101101 01011001
-99.789346 44.913058 01111101 01111011
-124.705345 30.634913 00000011 00000101
-104.718119 32.613351 01010100 00110010
-101.159699 36.679879 01100111 00111101
-121.197547 32.386552 00010100 00010010
-103.034556 26.585176 01100000 00101000
-71.95182 37.652604 11101000 11101000
-123.129909 45.710444 00001101 01010001
-118.982706 41.991396 00011011 01000111
-82.35044 37.930341 11001000 11100000
-105.076487 31.131241 01010011 00100111
-76.32858 37.347085 11011000 11100010
-122.823478 48.258156 00001111 01010101
-99.294984 39.631442 01111001 01101011
-116.91006 47.862332 00101111 01011101
-121.556451 29.840719 00000010 00000100
-83.82296 44.502141 10111101 11011011
-85.052791 34.202622 10110101 10011011
-92.398264 27.047567 10010000 10000010
-110.250797 27.602962 01000001 00100001
-114.126616 34.569016 00110110 00011110
-87.201066 29.606599 10100010 10001100
-77.400807 34.783767 11010110 10110110
-110.929937 26.401136 00110000 00001010
-84.225724 30.457012 10110011 10001111
-100.707497 35.215428 01100110 00111100
-77.304315 47.370844 11011111 11110111
-93.314158 30.043408 10000011 10000101
-97.641135 28.151712 01110001 00101011
-78.566759 41.381085 11011010 11100110
-93.306272 43.83946 10001100 11010000
-85.213858 38.187689 10111000 11001010
-95.816185 26.273761 10000000 10000000
-122.543734 45.629172 00001101 01010001
-72.253129 31.289134 11100011 10101101
-81.875256 31.150741 11000011 10100101
-100.422023 44.127957 01101100 01111000
-112.903827 45.482542 00111101 01011011
-96.814156 35.816831 01110111 00111111
-91.537163 44.554657 10011101 11010011
-93.958718 40.132184 10001010 11000100
-122.593258 39.796797 00001001 01000001
-92.986917 36.565086 10010111 10010111
-76.983904 34.911004 11010110 10110110
-120.708625 41.870786 00011011 01000111
-122.052295 30.801915 00000011 00000101
-96.164997 35.79212 10000111 10010101
-87.417358 40.70391 10101010 11001100
-123.509961 44.234147 00001100 01010000
-73.27847 27.501227 11100001 10101001
-73.196821 48.004151 11101111 11111101
-77.668976 41.138332 11011010 11100110
-71.765821 45.796534 11111110 11111110
-83.908909 25.797687 10110000 10001010
-86.86115 42.455342 10101011 11001101
-121.958412 41.207166 00001010 01000100
-120.672448 35.48867 00010110 00010110
-107.647466 42.493136 01001011 01100101
-79.534049 27.678107 11000001 10100001
-79.584182 40.47921 11001010 11100100
-78.192855 39.905096 11011001 11100011
-75.915932 26.752907 11010000 10100010
-83.586873 41.769713 10111011 11001111
-108.555696 27.751506 01000001 00100001
-118.157767 26.119605 00010000 00000010
-82.250854 35.255016 11000110 10110100
-124.567256 48.351725 00001111 01010101
-71.854042 31.929041 11100100 10111000
-107.469442 41.735867 01001011 01100101
-107.816788 47.090018 01001110 01110100
-72.754043 38.197033 11101000 11101000
-83.855023 33.578081 10110101 10011011
-92.347964 28.173118 10010001 10000011
-113.055325 47.66332 00111111 01011111
-106.309903 35.712341 01010110 00110110
-70.810626 28.494591 11110001 10101011
-112.711397 32.084796 00110100 00011010
-108.424343 48.07582 01001111 01110101
-124.228452 45.434013 00001101 01010001
-79.001083 34.498902 11000110 10110100
-111.963577 32.732514 00110100 00011010
-74.916297 42.249231 11101011 11101101
-105.797756 28.990992 01010010 00100110
-101.964391 45.349365 01101101 01111001
-93.896246 42.781492 10001011 11000101
-87.405302 45.319275 10101101 11011001
-94.259162 30.288717 10000011 10000101
-73.431527 34.21322 11100101 10111001
-75.226358 36.332231 11100111 10111101
-116.094226 27.893685 00100001 00001001
-71.472666 37.644865 11111000 11101010
-84.001499 47.60084 10111111 11011111
-93.256146 44.415638 10001101 11010001
-82.743024 48.026015 10111111 11011111
-92.045693 38.776755 10011001 11000011
-91.131792 48.264523 10011111 11010111
-119.515925 34.980858 00010110 00010110
-93.43872 26.93801 10000000 10000000
-112.331381 47.642767 00111111 01011111
-120.438123 47.268191 00011111 01010111
-69.786949 39.680131 11111001 11101011
-112.97793 45.014563 00111101 01011011
-94.888149 27.165597 10000001 10000001
-88.924661 41.283492 10101010 11001100
-113.227364 26.799584 00110000 00001010
-121.221998 31.674208 00010100 00010010
-117.302253 47.514935 00101111 01011101
-105.646751 39.45478 01011001 01100011
-93.061573 38.676372 10001001 11000001
-112.77988 27.534313 00110001 00001011
-82.450774 29.035117 10110010 10001110
-121.2005 38.700284 00011001 01000011
-77.912504 47.054441 11011110 11110110
-110.946461 35.009365 00110110 00011110
-120.904324 41.95428 00011011 01000111
-84.764796 47.711745 10111111 11011111
-93.811783 34.714459 10000110 10010100
-99.251069 44.667947 01111101 01111011
-122.161399 31.772735 00000100 00010000
-119.368856 42.612215 00011011 01000111
-91.908815 35.395635 10010110 10010110
-70.617055 42.075134 11111011 11101111
-104.352265 26.498822 01010000 00100010
-76.104828 26.0039 11010000 10100010
-92.556158 35.971459 10010111 10010111
-123.02299 40.165248 00001010 01000100
-106.613402 44.261268 01011100 01110010
-81.730654 30.417161 11000011 10100101
-80.269858 29.983119 11000010 10100100
-87.880599 44.208284 10101100 11011000
-114.473261 40.392417 00101010 01001100
-88.092009 36.584269 10100111 10011101
-115.438988 30.3474 00100011 00001101
-110.049094 29.274865 01000010 00100100
-74.860172 39.283247 11101001 11101001
-96.949842 44.916438 01111101 01111011
-108.056588 40.381696 01001010 01100100
-95.858823 34.354064 10000110 10010100
-97.084023 29.960466 01110010 00101110
-86.425409 26.22923 10100000 10001000
-124.27066 42.250619 00001011 01000101
-82.036473 31.344813 11000011 10100101
-110.984012 34.177494 00110101 00011011
-119.542672 45.772075 00011101 01010011
-81.935856 36.477859 11000111 10110101
-72.339981 33.832982 11100101 10111001
-72.49954 41.586178 11101011 11101101
-105.800441 45.099834 01011101 01110011
-103.814146 32.312897 01010100 00110010
-97.334744 29.623644 01110010 00101110
-100.943563 27.727875 01100001 00101001
-80.838398 47.86458 11001111 11110101
-71.432552 36.997863 11110111 10111111
-120.269862 37.241954 00011000 01000010
-78.121146 28.694039 11010010 10100110
-120.392112 35.429728 00010110 00010110
-95.619762 39.959076 10001001 11000001
-88.93218 28.700013 10100010 10001100
-123.943109 45.334636 00001101 01010001
-112.33263 44.15532 00111100 01011010
-69.883583 34.270729 11110101 10111011
-89.728464 40.681996 10011010 11000110
-81.284656 33.019176 11000101 10110001
-122.130837 45.790644 00001101 01010001
-123.357058 32.696978 00000100 00010000
-101.652175 33.08257 01100101 00111001
-89.663958 44.90439 10011101 11010011
-78.217105 43.34808 11011100 11110010
-95.146867 25.950295 10000000 10000000
-85.392161 48.598017 10111111 11011111
-107.998437 36.054629 01000111 00110101
-105.868688 32.592019 01010100 00110010
-110.239343 34.333103 01000110 00110100
-114.721511 28.843275 00100010 00001100
-105.085962 38.877636 01011001 01100011
-90.066116 30.059317 10010011 10000111
-100.999446 39.650038 01101001 01101001
-76.398859 29.171326 11010010 10100110
-83.267455 45.703686 10111101 11011011
-99.174546 47.138793 01111110 01111110
-101.381688 30.436057 01100011 00101101
-93.300448 33.019157 10000101 10010001
-97.341208 35.519873 01110110 00111110
-96.787245 28.481669 01110001 00101011
-118.1883 42.187064 00011011 01000111
-94.112874 46.626616 10001110 11010100
-109.722762 47.105465 01001110 01110100
-77.352958 27.330881 11010001 10100011
-71.00569 28.001657 11110001 10101011
-106.032046 28.531754 01010001 00100011
-91.429772 28.55593 10010001 10000011
-81.319663 42.794069 11001011 11100101
-124.367377 44.348247 00001100 01010000
-111.988079 46.522431 00111110 01011110
-85.965304 26.613936 10100000 10001000
-99.520903 26.78451 01110000 00101010
-108.421438 31.805535 01000100 00110000
-105.123361 44.570816 01011101 01110011
-93.730397 40.262089 10001010 11000100
-117.462589 43.817653 00101100 01011000
-90.183783 28.711038 10010010 10000110
-102.547478 39.22924 01101001 01101001
-98.828224 30.974778 01110011 00101111
-81.84645 43.032002 11001100 11110000
-121.202995 27.26253 00010001 00000011
-83.296963 27.920716 10110001 10001011
-102.854954 45.107117 01101101 01111001
-92.054483 39.334675 10011001 11000011
-68.638701 45.888101 11111110 11111110
-73.162439 31.32489 11100011 10101101
-123.074515 45.72097 00001101 01010001
-81.471845 36.387087 11000111 10110101
-104.18237 42.384105 01011011 01100111
-119.227265 29.340011 00010010 00000110
-76.060571 43.220652 11011100 11110010
-72.148229 41.522652 11101011 11101101
-124.100075 26.330589 00000000 00000000
-94.560155 48.123062 10001111 11010101
-94.842112 33.849235 10000101 10010001
-82.73425 47.682396 10111111 11011111
-84.378888 45.576907 10111101 11011011
-91.920282 40.367207 10011010 11000110
-118.073808 30.382367 00010011 00000111
-75.325551 26.347898 11100000 10101000
-109.58952 32.076932 01000100 00110000
-95.443167 44.994535 10001101 11010001
-109.226992 45.137504 01001101 01110001
-74.308461 30.208443 11100011 10101101
-83.004208 39.008343 10111001 11001011
-75.518895 39.119311 11011001 11100011
-69.654824 30.441881 11110011 10101111
-81.298948 31.446838 11000011 10100101
-79.199144 47.651931 11001111 11110101
-88.035465 39.211496 10101001 11001001
-82.053703 36.556973 11000111 10110101
-116.369538 27.64003 00100001 00001001
-81.940955 46.855357 11001110 11110100
-91.316105 28.386267 10010001 10000011
-92.827172 40.231304 10011010 11000110
-90.021763 39.409242 10011001 11000011
-70.788232 45.988397 11111110 11111110
-116.84939 41.752389 00101011 01001101
-69.492666 37.718216 11111000 11101010
-82.723558 26.14476 10110000 10001010
-81.140728 48.056864 11001111 11110101
-86.961392 38.833201 10101001 11001001
-100.029903 41.395021 01111010 01101110
-73.976095 34.184843 11100101 10111001
-74.114857 37.301579 11101000 11101000
-114.398248 40.399825 00101010 01001100
-104.484073 37.641069 01011000 01100010
-107.075656 32.061879 01010100 00110010
-92.842486 46.757624 10011110 11010110
-93.115143 29.923571 10000010 10000100
-105.20724 32.567054 01010100 00110010
-110.948769 26.837506 00110000 00001010
-79.827333 44.297006 11001100 11110000
-116.423779 38.528318 00101000 01001000
-92.741817 31.536184 10010100 10010010
-88.31229 36.422311 10100111 10011101
-74.158926 42.929367 11101100 11111000
-97.465031 40.39288 01111010 01101110
-108.175957 41.069047 01001010 01100100
-120.474219 36.379922 00010111 00010111
-90.590719 44.718171 10011101 11010011
-86.483602 44.867423 10101101 11011001
-70.566066 28.847238 11110010 10101110
-104.649215 38.680403 01011001 01100011
-68.422662 38.930006 11111001 11101011
-124.047668 27.014468 00000000 00000000
-90.418164 33.103082 10010101 10010011
-84.541687 40.135296 10111010 11001110
-74.671466 42.837017 11101011 11101101
-113.761007 30.122417 00110011 00001111
-93.76543 36.282427 10000111 10010101
-119.821443 32.121322 00010100 00010010
-75.750247 39.738328 11011001 11100011
-86.088796 30.62168 10100011 10001101
-120.309675 37.659303 00011000 01000010
-90.847422 28.669047 10010010 10000110
-111.147486 46.729761 00111110 01011110
-92.44531 32.872743 10010100 10010010
-88.216737 35.306561 10100110 10011100
-123.681961 42.916929 00001011 01000101
-121.311534 33.314976 00010101 00010011
-98.401088 27.73022 01110001 00101011
-98.854242 47.0656 01111110 01111110
-88.710681 30.42696 10100011 10001101
-112.779534 32.54335 00110100 00011010
-71.035965 28.641862 11110010 10101110
-91.6383 48.22008 10011111 11010111
-80.864129 44.896369 11001101 11110001
-70.061816 35.166354 11110110 10111110
-110.068088 26.327296 01000000 00100000
-77.813698 43.855505 11011100 11110010
-82.604246 45.871241 10111110 11011110
-83.195938 28.642011 10110010 10001110
-68.625341 31.693372 11110100 10111010
-113.428514 48.132451 00111111 01011111
-122.389766 37.255767 00001000 01000000
-80.915093 34.252258 11000101 10110001
-81.141736 28.335245 11000001 10100001
-87.017115 26.986954 10100000 10001000
-115.729881 43.385582 00101100 01011000
-96.33083 44.792243 10001101 11010001
-122.022582 31.96166 00000100 00010000
-70.445076 48.149354 11111111 11111111
-99.183367 26.875559 01110000 00101010
-88.840936 27.682327 10100001 10001001
-101.77042 38.298491 01101000 01101000
-91.445745 31.041102 10010011 10000111
-117.703516 37.138366 00100111 00011101
-77.486852 36.702655 11010111 10110111
-124.85691 41.420375 00001010 01000100
-72.654036 44.683415 11101101 11111001
-92.649398 30.189068 10010011 10000111
-85.144369 38.76906 10111001 11001011
-121.018599 27.936182 00010001 00000011
-118.553006 45.89002 00011110 01010110
-72.456731 43.128172 11101100 11111000
-73.830123 33.065467 11100101 10111001
-81.025851 47.548559 11001111 11110101
-73.255155 46.83944 11101110 11111100
-123.99206 31.52241 00000100 00010000
-122.099607 41.718614 00001011 01000101
-70.465005 47.594759 11111111 11111111
-72.740121 25.714011 11100000 10101000
-99.329711 36.969181 01110111 00111111
-103.209802 29.661443 01100010 00101100
-78.932278 44.82925 11001101 11110001
-91.092605 39.064677 10011001 11000011
-119.746082 47.305496 00011111 01010111
-85.93439 43.574076 10111100 11011010
-78.139833 38.195812 11011000 11100010
-98.128959 44.167376 01111100 01111010
-82.779987 42.716821 10111011 11001111
-71.014327 41.838913 11111011 11101111
-71.187322 45.308854 11111101 11111011
-104.855635 28.617355 01010010 00100110
-101.460641 37.822662 01101000 01101000
-116.993531 28.470116 00100001 00001001
-114.619115 28.585094 00100010 00001100
-72.672839 38.02332 11101000 11101000
-113.346058 28.361223 00110001 00001011
-117.429168 46.267918 00101110 01011100
-96.294338 43.900564 10001100 11010000
-119.393554 36.529437 00010111 00010111
-100.538605 34.125014 01100101 00111001
-108.013287 26.29909 01000000 00100000
-96.907982 30.684931 01110011 00101111
-85.225459 34.529962 10110110 10011110
-101.817724 47.394226 01101111 01111101
-101.946668 30.999337 01100011 00101101
-93.111157 34.711656 10000110 10010100
-97.936788 34.306803 01110101 00111011
-77.466449 26.52147 11010000 10100010
-93.21501 45.303645 10001101 11010001
-103.224223 30.221256 01100011 00101101
-110.716663 40.644283 00111010 01001110
-83.946722 37.913641 10111000 11001010
-87.360413 34.040047 10100101 10011001
-86.102722 42.592576 10101011 11001101
-119.051434 41.089755 00011010 01000110
-110.520557 39.697512 01001001 01100001
-100.646587 27.327449 01100001 00101001
-111.248765 40.094499 00111010 01001110
-84.169263 41.445929 10111010 11001110
-115.337868 28.775923 00100010 00001100
-105.603883 33.427021 01010101 00110011
-90.277102 47.965302 10011111 11010111
-84.227016 27.470122 10110001 10001011
-86.107878 44.247102 10101100 11011000
-120.205238 36.139884 00010111 00010111
-73.22935 28.410884 11100001 10101001
-88.573225 32.447766 10100100 10011000
-113.579383 37.921715 00111000 01001010
-77.187223 39.912227 11011001 11100011
-89.326123 33.292775 10100101 10011001
-99.008337 35.939387 01110111 00111111
-89.706447 26.298299 10010000 10000010
-89.841424 45.074738 10011101 11010011
-108.396133 44.290325 01001100 01110000
-74.48996 39.233537 11101001 11101001
-103.718963 33.367694 01010101 00110011
-119.249694 37.018905 00010111 00010111
-86.749553 40.732275 10101010 11001100
-89.48768 37.824892 10101000 11001000
-78.67783 37.298822 11011000 11100010
-71.287819 28.270301 11110001 10101011
-69.609093 43.362053 11111100 11111010
-99.875503 37.654116 01111000 01101010
-120.468129 34.480785 00010110 00010110
-104.725046 39.183378 01011001 01100011
-102.394483 44.375251 01101101 01111001
-88.361489 40.057016 10101010 11001100
-120.815171 28.799742 00010010 00000110
-93.322291 31.856315 10000100 10010000
-104.156211 46.169581 01011110 01110110
-83.504513 38.118128 10111000 11001010
-81.744461 46.390422 11001110 11110100
-94.307431 39.082237 10001001 11000001
-85.889443 43.458841 10111100 11011010
-120.259852 42.022062 00011011 01000111
-91.192147 40.85361 10011010 11000110
-88.60333 45.0005 10101101 11011001
-78.952308 28.027677 11000001 10100001
-88.783251 28.9861 10100010 10001100
-103.807961 31.494173 01010100 00110010
-79.224262 34.461326 11000110 10110100
-100.494509 30.641589 01100011 00101101
-73.475538 45.738352 11101101 11111001
-82.877141 32.022853 10110100 10011010
-109.571582 47.76862 01001111 01110101
-84.344627 47.213701 10111110 11011110
-103.034079 31.11853 01100011 00101101
-72.733579 35.87166 11100111 10111101
-118.815253 31.905636 00010100 00010010
-97.960999 46.477024 01111110 01111110
-100.866052 29.71567 01100010 00101100
-112.784675 45.953988 00111110 01011110
-89.181007 44.225423 10101100 11011000
-84.870795 44.492127 10111101 11011011
-74.345139 38.984743 11101001 11101001
-102.751051 42.865893 01101011 01101101
-75.007523 45.585743 11101101 11111001
-119.011607 31.60454 00010100 00010010
-97.595221 32.308629 01110100 00111010
-123.533878 36.969637 00000111 00010101
-96.036789 32.771155 10000100 10010000
-110.492953 39.076946 01001001 01100001
-104.947601 42.955979 01011100 01110010
-101.906916 27.693905 01100001 00101001
-112.584193 45.846812 00111110 01011110
-98.537655 43.838205 01111100 01111010
-71.960232 36.701783 11100111 10111101
-79.459779 38.148519 11001000 11100000
-95.009044 32.246404 10000100 10010000
-103.731088 27.691524 01010001 00100011
-119.945286 34.528833 00010110 00010110
-103.87929 26.538896 01010000 00100010
-120.25896 47.956601 00011111 01010111
-81.824918 34.830575 11000110 10110100
-98.467605 44.530132 01111101 01111011
-110.569806 28.801548 01000010 00100100
-78.001274 35.402255 11010110 10110110
-108.734643 47.666745 01001111 01110101
-70.634007 39.79248 11111001 11101011
-124.088614 39.318796 00001001 01000001
-98.735133 31.714621 01110100 00111010
-115.802831 40.626784 00101010 01001100
-112.937638 41.758245 00111011 01001111
-78.100454 35.504199 11010110 10110110
-113.630997 42.724682 00111011 01001111
-115.811141 43.813185 00101100 01011000
-76.133603 48.429647 11011111 11110111
-95.258805 27.5135 10000001 10000001
-95.252441 31.548885 10000100 10010000
-83.940214 38.212916 10111000 11001010
-78.261055 48.570104 11011111 11110111
-71.932864 41.815616 11101011 11101101
-76.825351 36.724765 11010111 10110111
-105.953966 34.464311 01010110 00110110
-119.301173 32.874772 00010100 00010010
-83.840846 44.468006 10111101 11011011
-117.734934 30.375484 00100011 00001101
-78.853532 35.239291 11010110 10110110
-73.102709 37.290577 11101000 11101000
-109.846138 45.593042 01001101 01110001
-106.956693 38.198282 01011000 01100010
-89.977656 44.145671 10011100 11010010
-87.318542 28.287793 10100001 10001001
-68.980764 35.974414 11110111 10111111
-107.910919 31.303581 01000011 00100101
-81.383253 47.011161 11001110 11110100
-124.691323 36.429852 00000111 00010101
-124.376305 34.283616 00000101 00010001
-112.252175 47.139332 00111110 01011110
-92.515661 34.103199 10010101 10010011
-84.215728 43.007729 10111100 11011010
-79.731187 26.187772 11000000 10100000
-95.224942 43.829516 10001100 11010000
-77.892711 34.055872 11010101 10110011
-102.073622 32.590994 01100100 00111000
-120.32489 44.821333 00011101 01010011
-76.58703 44.267687 11011100 11110010
-73.584667 44.695657 11101101 11111001
-79.460758 34.308369 11000101 10110001
-113.685375 31.427174 00110011 00001111
-73.224386 48.497229 11101111 11111101
-92.029739 40.113659 10011010 11000110
-85.259031 45.758855 10111101 11011011
-88.817431 44.055056 10101100 11011000
-80.682719 28.135321 11000001 10100001
-105.86248 34.334277 01010110 00110110
-93.350058 29.225652 10000010 10000100
-95.044522 37.899358 10001000 11000000
-88.132752 32.715622 10100100 10011000
-102.430555 41.077221 01101010 01101100
-83.364421 47.137427 10111110 11011110
-98.644259 37.528466 01111000 01101010
-124.155724 45.54949 00001101 01010001
-92.898858 30.96313 10010011 10000111
-124.826737 39.52437 00001001 01000001
-115.979507 40.563207 00101010 01001100
-109.591583 35.37083 01000110 00110100
-86.689647 31.861895 10100100 10011000
-111.472276 37.626963 00111000 01001010
-122.484513 39.169364 00001001 01000001
-103.706991 40.967802 01011010 01100110
-110.489781 46.307115 01001110 01110100
-88.581155 45.825341 10101110 11011100
-115.621739 31.242347 00100011 00001101
-88.384922 28.760178 10100010 10001100
-78.176989 34.012355 11010101 10110011
-93.598916 36.50563 10000111 10010101
-103.643866 45.545368 01011101 01110011
-118.795942 45.386521 00011101 01010011
-118.746146 35.804923 00010111 00010111
-70.737234 33.036876 11110101 10111011
-117.825289 36.572727 00010111 00010111
-82.421546 46.386563 10111110 11011110
-108.134268 34.185307 01000101 00110001
-120.396526 34.243168 00010101 00010011
-75.601422 26.26112 11010000 10100010
-73.419022 36.50599 11100111 10111101
-98.788015 32.091617 01110100 00111010
-122.901557 42.006258 00001011 01000101
-97.136835 36.465438 01110111 00111111
-91.705377 29.093119 10010010 10000110
-117.727196 30.185683 00100011 00001101
-104.49483 38.029029 01011000 01100010
-75.912783 39.697889 11011001 11100011
-75.407993 48.121343 11011111 11110111
-69.080103 34.339654 11110110 10111110
-101.974422 47.254284 01101111 01111101
-113.025973 35.952438 00110111 00011111
-77.856457 39.269982 11011001 11100011
-80.377605 45.385791 11001101 11110001
-69.590842 45.720154 11111101 11111011
-91.25556 37.740656 10011000 11000010
-120.7783 32.803157 00010100 00010010
-101.459808 45.486866 01101101 01111001
-105.571128 27.69709 01010001 00100011
-93.105703 40.697761 10001010 11000100
-120.206198 28.478382 00010001 00000011
-107.759153 47.011832 01001110 01110100
-87.893157 42.334707 10101011 11001101
-86.45762 31.477472 10100100 10011000
-83.453134 44.330837 10111100 11011010
-103.16675 34.911784 01100110 00111100
-114.393671 28.732899 00100010 00001100
-103.491364 36.761065 01100111 00111101
-80.353097 26.446201 11000000 10100000
-72.295615 31.115731 11100011 10101101
-111.550624 27.077698 00110000 00001010
-99.59983 32.206134 01110100 00111010
-110.958656 25.721072 00110000 00001010
-79.21228 46.304028 11001110 11110100
-98.885822 42.784819 01111011 01101111
-119.135779 35.001526 00010110 00010110
-113.87268 40.148693 00111010 01001110
-76.011956 37.435916 11011000 11100010
-99.341884 38.685582 01111001 01101011
-88.141532 37.744491 10101000 11001000
-97.566767 33.478006 01110101 00111011
-103.709545 33.038609 01010101 00110011
-78.792802 46.490444 11011110 11110110
-103.989494 39.515833 01011001 01100011
-70.996631 37.056938 11110111 10111111
-81.703457 46.859571 11001110 11110100
-89.968474 37.76574 10011000 11000010
-102.447699 41.163326 01101010 01101100
-118.342367 34.59745 00010110 00010110
-120.215404 42.790329 00011011 01000111
-119.486057 33.114755 00010101 00010011
-121.308584 34.954444 00010110 00010110
-115.433427 47.817767 00101111 01011101
-121.171252 41.532358 00011011 01000111
-85.539584 38.877217 10111001 11001011
-103.773926 44.803469 01011101 01110011
-71.080634 26.554095 11110000 10101010
-73.177275 46.562528 11101110 11111100
-121.566385 45.300911 00001101 01010001
-123.683974 47.361411 00001111 01010101
-122.055864 38.868453 00001001 01000001
-103.974261 31.018116 01010011 00100111
-104.07589 40.923194 01011010 01100110
-87.986388 45.210715 10101101 11011001
-98.298034 41.763306 01111011 01101111
-122.644148 45.351721 00001101 01010001
-95.090642 35.25004 10000110 10010100
-76.994577 40.305766 11011010 11100110
-97.729601 38.179942 01111000 01101010
-103.757496 37.419898 01011000 01100010
-123.1236 45.233101 00001101 01010001
-86.767409 29.277122 10100010 10001100
-121.160731 40.196396 00011010 01000110
-114.263591 36.757012 00100111 00011101
-124.049339 28.345414 00000001 00000001
-96.157598 34.025939 10000101 10010001
-119.887946 38.292677 00011000 01000010
-117.307344 38.116399 00101000 01001000
-75.210426 42.981046 11101100 11111000
-113.29661 27.619967 00110001 00001011
-85.813482 44.132561 10111100 11011010
-122.579337 26.825819 00000000 00000000
-118.153192 38.294411 00011000 01000010
-86.603345 37.074419 10100111 10011101
-84.469217 33.499538 10110101 10011011
-88.495618 31.305927 10100011 10001101
-98.324213 43.096111 01111100 01111010
-105.247905 47.264607 01011111 01110111
-74.675012 47.825585 11101111 11111101
-79.376354 48.462472 11001111 11110101
-114.022322 37.522858 00111000 01001010
-69.215511 28.874144 11110010 10101110
-106.671101 48.416149 01011111 01110111
-69.544052 27.76042 11110001 10101011
-98.469793 33.796606 01110101 00111011
-73.589229 33.030992 11100101 10111001
-100.301407 44.583087 01101101 01111001
-106.992281 38.615099 01011000 01100010
-119.159989 39.620579 00011001 01000011
-88.377107 30.60383 10100011 10001101
-83.276921 43.892252 10111100 11011010
-94.8973 30.613175 10000011 10000101
-100.957281 29.30152 01100010 00101100
-85.534452 35.73703 10110110 10011110
-121.053591 37.11261 00010111 00010111
-106.030484 29.438887 01010010 00100110
-119.307646 34.788884 00010110 00010110
-116.779514 31.922929 00100100 00011000
-80.69047 28.405213 11000001 10100001
-121.225726 47.775908 00011111 01010111
-79.585315 37.42432 11001000 11100000
-92.038659 36.010035 10010111 10010111
-124.469834 40.55615 00001010 01000100
-75.896694 34.750343 11010110 10110110
-119.844216 30.340343 00010011 00000111
-73.508547 29.175772 11100010 10101100
-85.733714 42.667045 10111011 11001111
-89.935675 26.528014 10010000 10000010
-89.486541 42.175426 10101011 11001101
-105.46726 26.778719 01010000 00100010
-110.094604 47.435881 01001111 01110101
-85.486531 29.543735 10110010 10001110
-77.742889 40.570055 11011010 11100110
-114.370492 45.954034 00101110 01011100
-75.859323 35.480576 11010110 10110110
-97.816409 42.00828 01111011 01101111
-100.283543 32.330058 01100100 00111000
-86.944203 44.43006 10101101 11011001
-72.359221 44.330384 11101100 11111000
-98.973378 35.580509 01110110 00111110
-75.837974 36.855692 11010111 10110111
-94.098305 35.610128 10000110 10010100
-106.107245 45.126239 01011101 01110011
-81.315515 43.397286 11001100 11110000
-100.628038 43.748554 01101100 01111000
-77.309129 28.124214 11010001 10100011
-69.960138 38.01875 11111000 11101010
-73.891521 33.185141 11100101 10111001
-114.825459 35.381673 00100110 00011100
-85.663649 30.472255 10110011 10001111
-95.984815 26.677341 10000000 10000000
